,device_brand,os,screen_size,4g,5g,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,release_year,days_used,used_price
968,Celkon,Others,5.23,no,no,1.3,0.3,256.0,0.25,3000.0,140.0,2013,787,516.950397
969,Celkon,Android,11.76,no,no,5.0,0.3,256.0,0.25,1400.0,140.0,2013,857,867.1441764000001
970,Celkon,Android,11.76,no,no,8.0,0.3,256.0,0.25,1400.0,140.0,2013,563,898.7583195999999
971,Celkon,Android,7.75,no,no,3.15,0.3,256.0,0.25,1400.0,98.0,2013,1034,837.4151321999999
972,Coolpad,Android,15.29,yes,no,,8.0,64.0,4.0,4000.0,177.0,2018,655,926.8292587999999
973,Coolpad,Android,12.83,yes,no,12.0,13.0,64.0,4.0,3200.0,152.0,2017,791,912.8696381999999
974,Coolpad,Android,12.7,yes,no,13.0,8.0,16.0,4.0,2500.0,148.0,2017,671,826.4243854
975,Coolpad,Android,12.83,yes,no,13.0,8.0,64.0,4.0,4060.0,167.0,2016,851,888.600827
976,Coolpad,Android,12.7,yes,no,13.0,8.0,16.0,4.0,2500.0,148.0,2017,555,905.5065832
977,Coolpad,Android,12.83,yes,no,16.0,8.0,128.0,4.0,4070.0,168.0,2016,820,906.9280839999999
978,Coolpad,Android,12.83,yes,no,8.0,8.0,16.0,4.0,3050.0,170.0,2016,646,846.3569941999999
979,Coolpad,Android,12.83,yes,no,13.0,8.0,32.0,4.0,4010.0,173.4,2016,661,910.079432
980,Coolpad,Android,12.83,yes,no,8.0,8.0,16.0,4.0,2500.0,143.0,2016,1078,840.3106738
981,Coolpad,Android,12.83,yes,no,8.0,8.0,16.0,4.0,2500.0,143.0,2016,777,841.4453438
982,Coolpad,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2500.0,163.0,2016,1011,829.2292121999999
983,Coolpad,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,168.0,2016,1028,821.4192492000001
984,Coolpad,Android,12.83,yes,no,13.0,5.0,64.0,4.0,2800.0,170.0,2016,703,982.25137
985,Coolpad,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2000.0,125.0,2016,1040,809.3107796
986,Coolpad,Android,10.34,yes,no,8.0,5.0,16.0,4.0,1800.0,120.0,2016,755,854.9717862
987,Coolpad,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2500.0,142.0,2016,779,840.8190852
988,Coolpad,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,138.5,2015,1014,826.231707
989,Coolpad,Android,12.83,yes,no,13.0,5.0,32.0,4.0,2500.0,138.5,2015,883,918.0519146
990,Coolpad,Android,12.83,yes,no,8.0,2.0,32.0,4.0,2500.0,158.0,2015,725,869.9781529999999
991,Coolpad,Android,10.34,yes,no,8.0,5.0,32.0,4.0,1800.0,119.0,2015,820,848.6678230000001
992,Others,Android,25.53,yes,no,8.0,2.0,32.0,4.0,7000.0,597.0,2015,848,992.9461924
993,Others,Android,20.42,yes,no,8.0,2.0,16.0,4.0,5900.0,305.0,2014,939,931.6094452
994,Others,Android,20.32,no,no,5.0,2.0,16.0,4.0,4100.0,292.0,2013,735,854.6933122
995,Others,Android,17.78,no,no,3.15,0.3,16.0,4.0,4100.0,234.0,2013,613,766.8122928
996,Others,Android,20.35,yes,no,8.0,24.0,256.0,4.0,3400.0,171.0,2019,354,1164.1411764000002
997,Others,Android,12.57,yes,no,12.0,8.0,16.0,4.0,4000.0,139.0,2018,687,828.944154
998,Others,Android,12.57,no,no,12.0,8.0,32.0,4.0,4000.0,139.0,2018,377,880.7820856
999,Others,Android,12.7,yes,no,13.0,5.0,16.0,4.0,3000.0,142.5,2018,493,879.0132496
1000,Others,Others,5.28,no,no,0.3,8.0,32.0,0.25,3100.0,130.0,2018,504,655.4289466
1001,Others,Android,5.18,yes,no,5.0,8.0,32.0,4.0,2000.0,256.0,2018,711,852.7049182000001
1002,Others,Android,12.83,yes,no,16.0,8.0,32.0,4.0,4000.0,203.0,2018,645,1032.6941648
1003,Others,Android,12.93,yes,no,12.0,8.0,64.0,4.0,4500.0,190.0,2018,608,986.7076488
1004,Others,Android,12.83,yes,no,13.0,5.0,16.0,4.0,5000.0,203.0,2017,594,923.873781
1005,Others,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3000.0,180.0,2017,792,882.0013041999999
1006,Others,Android,12.7,no,no,5.0,2.0,32.0,4.0,2000.0,167.0,2017,715,795.449758
1007,Others,Android,12.75,yes,no,13.0,5.0,16.0,4.0,4000.0,206.0,2017,836,978.5804514
1008,Others,Others,5.18,no,no,0.3,5.0,32.0,4.0,1500.0,112.0,2017,770,648.752708
1009,Others,Others,5.18,yes,no,0.3,5.0,32.0,4.0,1000.0,92.0,2017,629,651.8499438
1010,Others,Android,10.16,no,no,2.0,0.3,16.0,4.0,1300.0,105.0,2015,1034,611.1772392
1011,Others,Android,12.7,no,no,5.0,2.0,32.0,4.0,2100.0,145.0,2015,573,807.4136987999999
1012,Others,Android,10.29,no,no,5.0,2.0,32.0,4.0,1600.0,125.0,2015,962,777.135806
1013,Others,Android,12.7,no,no,8.0,5.0,32.0,4.0,2000.0,150.0,2015,1031,779.5848162000001
1014,Others,Android,12.7,no,no,13.0,5.0,32.0,4.0,2000.0,150.0,2014,944,902.5232408
1015,Others,Android,10.16,no,no,8.0,0.3,16.0,4.0,1400.0,121.0,2014,1061,797.1661866
1016,Others,Android,12.7,no,no,13.0,5.0,32.0,4.0,2500.0,154.5,2013,1030,871.1365318000001
1017,Others,Android,10.16,no,no,5.0,0.3,16.0,4.0,1400.0,154.5,2013,863,780.4753256
1018,Others,Android,10.29,no,no,5.0,0.3,16.0,4.0,2000.0,147.7,2013,619,828.0228592000001
1019,Others,Android,10.29,no,no,8.0,2.0,16.0,4.0,1700.0,147.0,2013,715,732.9173524
1020,Others,Android,12.7,no,no,13.0,2.0,16.0,4.0,2000.0,168.0,2013,994,899.8730254
1021,Others,Android,12.7,no,no,13.0,2.0,16.0,4.0,1900.0,165.0,2013,966,850.9522568
1022,Others,Android,10.29,no,no,8.0,2.0,16.0,4.0,1700.0,150.5,2013,944,896.9843226
1023,Others,Android,10.16,no,no,5.0,0.3,16.0,4.0,1500.0,130.5,2013,727,828.7221608
1024,Gionee,Android,13.84,yes,no,8.0,5.0,16.0,4.0,2670.0,135.6,2018,645,870.3134854
1025,Gionee,Android,15.27,yes,no,13.0,8.0,64.0,4.0,3600.0,177.0,2017,854,980.5951684
1026,Gionee,Android,15.21,yes,no,13.0,8.0,64.0,4.0,3410.0,165.0,2017,778,992.3310223999999
1027,Gionee,Android,12.88,yes,no,13.0,16.0,32.0,4.0,3030.0,141.0,2017,619,957.8147648
1028,Gionee,Android,16.33,yes,no,13.0,8.0,128.0,4.0,5000.0,241.0,2017,726,999.9013872
1029,Gionee,Android,15.24,yes,no,13.0,8.0,64.0,4.0,5000.0,199.0,2017,847,976.3026428
1030,Gionee,Android,15.27,yes,no,13.0,8.0,64.0,4.0,4000.0,180.0,2017,603,874.4962444
1031,Gionee,Android,15.24,yes,no,12.0,8.0,64.0,4.0,6020.0,215.0,2017,623,998.3312654
1032,Gionee,Android,15.24,yes,no,13.0,20.0,64.0,4.0,4550.0,226.0,2017,756,965.1340491999999
1033,Gionee,Android,12.83,yes,no,13.0,16.0,64.0,4.0,4010.0,182.0,2017,750,914.2606232
1034,Gionee,Android,12.78,yes,no,13.0,8.0,32.0,4.0,4000.0,162.0,2017,660,852.0282894
1035,Gionee,Android,12.88,yes,no,13.0,8.0,128.0,4.0,7000.0,238.0,2016,656,1134.9256514
1036,Gionee,Android,12.7,yes,no,8.0,5.0,16.0,4.0,4000.0,160.0,2016,567,839.0791611999999
1037,Gionee,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2300.0,167.0,2016,819,862.0524136
1038,Gionee,Android,12.83,yes,no,13.0,13.0,64.0,4.0,3000.0,168.2,2016,992,893.1126464
1039,Gionee,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3065.0,183.0,2016,819,871.2904768
1040,Gionee,Android,12.83,yes,no,13.0,8.0,32.0,4.0,3150.0,166.0,2016,970,929.1280238
1041,Gionee,Android,12.83,yes,no,13.0,8.0,64.0,4.0,3130.0,170.0,2016,835,1001.4994084
1042,Gionee,Android,10.29,no,no,5.0,2.0,32.0,4.0,1800.0,153.0,2016,606,749.1936842
1043,Gionee,Android,10.21,yes,no,16.0,5.0,64.0,4.0,2530.0,207.7,2016,873,1014.6719342000001
1044,Gionee,Android,12.83,yes,no,16.0,8.0,64.0,4.0,3000.0,147.2,2016,694,1032.3390978
1045,Gionee,Android,12.7,no,no,8.0,5.0,16.0,4.0,4000.0,167.6,2016,941,839.9810116
1046,Gionee,Android,12.83,yes,no,8.0,5.0,16.0,4.0,5000.0,200.0,2015,713,859.0212326
1047,Gionee,Android,15.24,yes,no,13.0,5.0,64.0,4.0,5020.0,208.0,2015,945,867.3797013999999
1048,Gionee,Android,12.7,yes,no,8.0,5.0,32.0,4.0,4000.0,183.0,2015,779,901.533521
1049,Gionee,Android,12.7,no,no,5.0,2.0,16.0,4.0,2000.0,153.0,2015,1069,714.6937206
1050,Gionee,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3150.0,147.0,2015,829,960.6073908000001
1051,Gionee,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2400.0,136.6,2015,967,827.7041849999999
1052,Gionee,Android,15.24,yes,no,24.0,8.0,64.0,4.0,3500.0,210.0,2015,1022,1071.4964200000002
1053,Gionee,Android,12.7,yes,no,8.0,5.0,16.0,4.0,5000.0,176.0,2015,1054,909.6988018
1054,Gionee,Android,12.83,yes,no,13.0,5.0,32.0,4.0,6020.0,211.0,2015,892,1000.9770924
1055,Gionee,Android,10.29,no,no,5.0,2.0,32.0,4.0,1800.0,176.0,2015,886,776.7658542
1056,Gionee,Android,12.75,yes,no,13.0,8.0,16.0,4.0,2700.0,125.3,2015,623,980.9808677999999
1057,Gionee,Android,12.7,no,no,8.0,2.0,32.0,4.0,5000.0,180.3,2014,950,832.1824546
1058,Gionee,Android,10.36,no,no,8.0,5.0,16.0,4.0,2050.0,97.7,2014,911,837.1110884
1059,Gionee,Android,12.7,no,no,5.0,2.0,32.0,4.0,1950.0,150.0,2015,595,806.7419047999999
1060,Gionee,Android,10.29,no,no,5.0,2.0,32.0,4.0,1800.0,88.2,2014,547,778.6495699999999
1061,Gionee,Android,12.7,no,no,13.0,5.0,16.0,4.0,2300.0,133.0,2014,699,956.6465372
1062,Gionee,Android,10.34,no,no,13.0,0.3,16.0,4.0,1800.0,142.9,2013,1000,892.2830564
1063,Gionee,Android,12.83,yes,no,16.0,8.0,16.0,4.0,2500.0,150.0,2013,738,926.4208374000001
1064,Gionee,Android,12.7,no,no,13.0,5.0,32.0,4.0,2000.0,142.9,2013,632,883.4063488
1065,Gionee,Android,10.36,no,no,8.0,5.0,16.0,4.0,2000.0,135.0,2013,894,872.1350618
1066,Gionee,Android,10.34,no,no,8.0,2.0,16.0,4.0,1800.0,142.9,2013,753,772.776526
1067,Gionee,Android,12.7,no,no,8.0,2.0,16.0,4.0,4200.0,115.35,2014,614,737.8258846
1068,Gionee,Android,12.88,no,no,13.0,5.0,16.0,4.0,3200.0,115.35,2014,939,851.2359849999999
1069,Gionee,Android,12.83,no,no,5.0,0.3,16.0,4.0,2250.0,142.9,2013,682,732.044549
1070,Gionee,Android,12.78,no,no,8.0,2.0,16.0,4.0,3000.0,142.9,2013,755,787.7329872
1071,Gionee,Android,12.7,no,no,8.0,0.3,16.0,4.0,2100.0,142.9,2013,541,748.0095482
1072,Gionee,Android,10.24,no,no,5.0,0.3,16.0,4.0,1700.0,142.9,2013,872,674.9022232
1073,Gionee,Android,10.16,no,no,5.0,0.3,16.0,4.0,1700.0,142.9,2013,779,669.7701802
1074,Gionee,Android,7.75,no,no,2.0,0.3,512.0,0.25,1500.0,142.9,2013,602,620.9173356
1075,Gionee,Android,10.03,no,no,2.0,0.3,16.0,4.0,1700.0,142.9,2013,848,694.020272
1076,Gionee,Android,7.75,no,no,3.15,0.3,16.0,4.0,1500.0,142.9,2013,824,667.0115158
1077,Gionee,Android,10.24,no,no,5.0,0.3,16.0,4.0,1800.0,142.9,2013,834,762.5730867999999
1078,Gionee,Android,10.29,no,no,5.0,0.3,16.0,4.0,1800.0,142.9,2013,688,707.0290708
1079,Gionee,Android,11.81,no,no,8.0,1.0,16.0,4.0,2100.0,142.9,2013,719,869.3575966
1080,Google,Android,15.32,yes,no,12.2,,64.0,4.0,3430.0,184.0,2018,475,1114.7651276
1081,Google,Android,12.83,yes,no,12.2,,64.0,4.0,2915.0,148.0,2018,424,892.9976310000001
1082,Google,Android,12.7,yes,no,12.2,8.0,64.0,4.0,2700.0,143.0,2017,890,965.0056691999999
1083,Google,Android,15.24,yes,no,12.2,8.0,64.0,4.0,3520.0,175.0,2017,554,1049.5521286
1084,Google,Android,12.83,yes,no,12.3,8.0,32.0,4.0,3450.0,168.0,2016,1021,1008.517211
1085,Google,Android,12.7,yes,no,12.3,8.0,32.0,4.0,2770.0,143.0,2016,848,913.0154184
1086,Google,Android,25.45,no,no,8.0,2.0,32.0,4.0,9240.0,517.0,2015,584,1006.4402144000001
1087,Others,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3000.0,160.0,2017,556,835.4612166000001
1088,Honor,Android,15.77,yes,no,13.0,32.0,256.0,4.0,3400.0,164.0,2019,372,1060.6211766
1089,Honor,Android,15.77,yes,no,13.0,32.0,128.0,4.0,3400.0,164.0,2019,289,994.8357513999999
1090,Honor,Android,15.47,yes,no,13.0,8.0,64.0,4.0,3020.0,150.0,2019,431,956.4288272000001
1091,Honor,Android,20.32,yes,no,8.0,8.0,64.0,4.0,5100.0,310.0,2019,190,957.9644716
1092,Honor,Android,15.34,yes,no,13.0,25.0,256.0,4.0,4000.0,180.0,2018,410,1082.9354336
1093,Honor,Android,16.23,yes,no,13.0,16.0,128.0,4.0,3500.0,206.0,2019,396,1026.2162893999998
1094,Honor,Android,16.23,yes,no,13.0,14.5,128.0,4.0,3500.0,206.0,2018,443,979.3140676
1095,Honor,Android,15.47,yes,no,13.0,8.0,32.0,4.0,3020.0,150.0,2019,283,854.1910798
1096,Honor,Android,15.77,yes,no,13.0,24.0,64.0,4.0,3400.0,162.0,2018,720,948.6557176
1097,Honor,Android,15.9,yes,no,13.0,8.0,32.0,4.0,4000.0,167.0,2018,680,870.6482566
1098,Honor,Android,15.37,yes,no,13.0,16.0,64.0,4.0,3750.0,175.0,2018,718,992.2469888
1099,Honor,Android,18.08,yes,no,13.0,8.0,64.0,4.0,5000.0,210.0,2018,535,929.703398
1100,Honor,Android,17.65,yes,no,13.0,13.0,128.0,4.0,5000.0,230.0,2018,557,939.6592328
1101,Honor,Android,14.83,yes,no,13.0,16.0,64.0,4.0,3000.0,152.0,2018,626,987.7275828
1102,Honor,Android,15.32,yes,no,13.0,16.0,64.0,4.0,3750.0,176.0,2018,455,1015.7335408
1103,Honor,Android,13.84,yes,no,13.0,5.0,16.0,4.0,3020.0,142.0,2018,697,881.2950629999999
1104,Honor,Android,14.83,yes,no,13.0,24.0,64.0,4.0,3400.0,153.0,2018,420,1060.5714094
1105,Honor,Android,12.88,yes,no,13.0,8.0,32.0,4.0,3000.0,150.0,2018,663,848.7539618
1106,Honor,Android,15.21,yes,no,13.0,8.0,32.0,4.0,3000.0,164.0,2018,641,896.0800598000001
1107,Honor,Android,14.35,yes,no,13.0,8.0,64.0,4.0,3000.0,149.0,2017,778,934.3226286
1108,Honor,Android,15.06,yes,no,13.0,8.0,64.0,4.0,3340.0,165.0,2017,628,963.9110992000001
1109,Honor,Android,15.21,yes,no,13.0,13.0,128.0,4.0,3750.0,172.0,2017,814,937.4606032
1110,Honor,Android,12.75,yes,no,13.0,8.0,32.0,4.0,3000.0,145.0,2017,632,921.9519276
1111,Honor,Android,13.08,yes,no,13.0,8.0,64.0,4.0,3200.0,155.0,2017,751,895.4900888
1112,Honor,Android,12.7,yes,no,13.0,5.0,32.0,4.0,3020.0,143.0,2017,683,835.4918938000001
1113,Honor,Android,12.88,yes,no,12.0,8.0,64.0,4.0,4000.0,184.0,2017,557,965.1340491999999
1114,Honor,Android,12.93,yes,no,12.0,8.0,64.0,4.0,2900.0,145.0,2016,729,967.9535774
1115,Honor,Android,12.88,yes,no,12.0,8.0,32.0,4.0,3500.0,170.0,2016,675,942.8228546
1116,Honor,Android,20.32,yes,no,8.0,2.0,16.0,4.0,4800.0,340.0,2016,1027,871.2648274
1117,Honor,Android,12.83,yes,no,13.0,8.0,64.0,4.0,3300.0,162.0,2016,595,940.7857915999999
1118,Honor,Android,12.83,yes,no,13.0,8.0,16.0,4.0,3100.0,168.0,2016,670,858.748344
1119,Honor,Android,15.39,yes,no,13.0,5.0,32.0,4.0,4500.0,219.0,2016,1014,884.0811296
1120,Honor,Android,12.75,yes,no,12.0,8.0,32.0,4.0,3000.0,153.0,2016,1039,958.0974504000001
1121,Honor,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2200.0,140.0,2016,672,884.9214163999999
1122,Honor,Android,12.75,yes,no,13.0,8.0,16.0,4.0,3300.0,156.0,2016,556,919.3671098
1123,Honor,Android,12.7,yes,no,13.0,5.0,16.0,4.0,4000.0,160.0,2016,1001,891.0786522000001
1124,Honor,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,158.0,2015,826,892.767402
1125,Honor,Android,12.75,yes,no,13.0,13.0,32.0,4.0,3100.0,160.0,2015,592,953.083307
1126,Honor,Android,12.75,yes,no,20.0,8.0,16.0,4.0,3100.0,157.0,2015,960,881.0265246
1127,Honor,Android,10.29,no,no,8.0,2.0,32.0,4.0,1730.0,159.0,2015,894,776.6012112000001
1128,Honor,Android,12.7,no,no,13.0,5.0,32.0,4.0,2550.0,162.0,2015,727,863.0705002
1129,Honor,Android,12.83,yes,no,8.0,8.0,16.0,4.0,3600.0,165.0,2014,1083,864.3756923999999
1130,Honor,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3000.0,165.0,2014,904,914.4674057999999
1131,Honor,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,156.0,2014,700,796.2724968
1132,Honor,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2000.0,160.0,2014,847,771.175169
1133,Honor,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,156.0,2014,545,774.5316564000001
1134,Honor,Android,12.7,yes,no,13.0,5.0,16.0,4.0,3100.0,130.0,2014,829,928.030231
1135,Honor,Android,12.83,no,no,13.0,5.0,32.0,4.0,3000.0,162.0,2014,668,828.5316846000001
1136,Honor,Android,12.7,yes,no,8.0,5.0,32.0,4.0,2300.0,140.0,2014,805,901.643732
1137,Honor,Android,12.83,no,no,13.0,5.0,32.0,4.0,3000.0,162.0,2013,1083,899.761834
1138,Honor,Android,12.7,no,no,8.0,5.0,32.0,4.0,2300.0,140.0,2013,1090,831.839107
1139,Honor,Android,10.34,no,no,13.0,1.3,32.0,4.0,2150.0,138.0,2013,840,878.1724966
1140,Others,Windows,15.14,yes,no,16.0,8.0,64.0,4.0,4150.0,195.0,2016,711,1085.5706576
1141,Others,Android,30.56,no,no,8.0,2.0,32.0,4.0,2500.0,850.0,2015,652,1047.8620372
1142,Others,Android,25.43,no,no,5.0,2.0,16.0,4.0,8380.0,855.0,2015,889,1032.7170506
1143,Others,Android,19.96,no,no,8.0,2.0,16.0,4.0,5900.0,350.0,2015,976,969.8270905999999
1144,Others,Android,15.24,no,no,8.0,2.0,16.0,4.0,3000.0,160.0,2014,900,810.8433542
1145,Others,Android,17.65,no,no,5.0,0.3,32.0,4.0,3000.0,305.0,2014,806,898.8700701999999
1146,Others,Android,17.78,no,no,2.0,0.3,32.0,4.0,2800.0,294.8,2014,634,836.471088
1147,Others,Android,19.94,no,no,2.0,0.3,16.0,4.0,3800.0,313.0,2014,664,859.4570812000001
1148,Others,Android,17.78,yes,no,13.0,5.0,16.0,4.0,5000.0,239.0,2014,678,1012.4177152
1149,Others,Android,17.78,no,no,5.0,2.0,16.0,4.0,4100.0,325.0,2014,601,922.6078288
1150,Others,Android,15.24,no,no,5.0,2.0,16.0,4.0,3000.0,160.0,2014,930,891.8901064
1151,Others,Android,25.4,no,no,5.0,2.0,16.0,4.0,7000.0,626.0,2013,591,1004.855036
1152,Others,Android,17.78,no,no,5.0,0.3,16.0,4.0,4100.0,319.8,2013,939,885.7581878
1153,Others,Android,17.78,no,no,5.0,0.3,32.0,4.0,4000.0,340.2,2013,621,879.801331
1154,Others,Android,17.78,no,no,3.15,0.3,32.0,4.0,2000.0,372.0,2013,855,883.6476034
1155,HTC,Android,12.88,yes,no,13.0,13.0,64.0,4.0,3075.0,150.0,2018,687,951.5439168
1156,HTC,Android,15.24,yes,no,13.0,13.0,128.0,4.0,3600.0,175.0,2018,682,933.6853272000001
1157,HTC,Android,15.24,yes,no,13.0,10.5,64.0,4.0,3500.0,188.0,2018,384,1082.9176296
1158,HTC,Android,15.24,yes,no,13.0,8.0,32.0,4.0,2965.0,157.5,2018,537,961.3281124
1159,HTC,Android,12.83,yes,no,13.0,5.0,32.0,4.0,2730.0,137.0,2018,708,813.1890176
1160,HTC,Android,15.24,yes,no,12.0,10.5,64.0,4.0,3930.0,185.0,2018,426,1017.4822266
1161,HTC,Android,15.24,yes,no,12.0,8.0,128.0,4.0,3930.0,188.0,2017,561,933.8729796000001
1162,HTC,Android,12.75,yes,no,16.0,16.0,64.0,4.0,2600.0,142.0,2017,859,932.9141057999999
1163,HTC,Android,12.83,yes,no,12.0,16.0,128.0,4.0,3000.0,169.0,2017,634,1019.9488938
1164,HTC,Android,12.83,yes,no,16.0,8.0,32.0,4.0,3000.0,175.0,2017,669,878.8651379999999
1165,HTC,Android,12.88,yes,no,12.0,16.0,64.0,4.0,3000.0,170.0,2017,880,982.4280094000001
1166,HTC,Android,12.75,yes,no,16.0,16.0,64.0,4.0,2500.0,145.0,2017,774,957.9145818000001
1167,HTC,Android,12.83,yes,no,16.0,8.0,32.0,4.0,3200.0,174.0,2016,728,925.0729786
1168,HTC,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2200.0,140.0,2016,744,801.9750812
1169,HTC,Android,12.83,yes,no,20.0,13.0,64.0,4.0,3000.0,165.0,2016,562,943.6819163999999
1170,HTC,Android,12.83,yes,no,13.0,5.0,32.0,4.0,2700.0,155.0,2016,682,901.1362574
1171,HTC,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2300.0,149.8,2016,948,912.410779
1172,HTC,Android,12.83,yes,no,13.0,5.0,32.0,4.0,2800.0,153.0,2016,714,908.7653112
1173,HTC,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2200.0,142.0,2016,1031,851.8870363999999
1174,HTC,Android,12.7,yes,no,13.0,4.0,16.0,4.0,2840.0,158.0,2016,828,910.7543246
1175,HTC,Android,12.83,yes,no,13.0,4.0,32.0,4.0,2800.0,156.0,2016,748,887.8703401999999
1176,HTC,Android,12.7,yes,no,13.0,4.0,16.0,4.0,2840.0,158.0,2016,738,913.2650804000001
1177,HTC,Android,12.75,yes,no,12.0,5.0,32.0,4.0,3000.0,161.0,2016,692,835.1541856000001
1178,HTC,Android,12.75,yes,no,12.0,5.0,32.0,4.0,3000.0,161.0,2016,1001,949.2818596
1179,HTC,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2700.0,155.0,2016,703,898.6912392
1180,HTC,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2200.0,140.0,2016,597,921.9121068
1181,HTC,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2200.0,140.0,2016,699,820.0653268
1182,HTC,Android,12.7,yes,no,5.0,1.3,32.0,4.0,2000.0,140.1,2016,790,770.4121328
1183,HTC,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3000.0,170.0,2015,909,976.1053218000001
1184,HTC,Android,12.7,yes,no,13.0,4.0,16.0,4.0,2840.0,158.0,2015,559,826.3280694
1185,HTC,Android,12.83,yes,no,13.0,4.0,16.0,4.0,2800.0,155.0,2015,565,946.1490018
1186,HTC,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2800.0,153.0,2015,921,917.5030502000001
1187,HTC,Android,12.83,yes,no,13.0,4.0,16.0,4.0,2600.0,165.0,2015,719,823.9049722000001
1188,HTC,Android,12.75,yes,no,20.2,13.0,32.0,4.0,2700.0,161.0,2015,574,940.6589168
1189,HTC,Android,12.7,yes,no,13.0,4.0,16.0,4.0,2150.0,143.0,2015,690,933.2718708
1190,HTC,Android,12.75,yes,no,21.0,4.0,32.0,4.0,2840.0,168.0,2015,895,880.9532244
1191,HTC,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2000.0,138.9,2015,857,851.321025
1192,HTC,Android,10.34,yes,no,8.0,2.0,32.0,4.0,2000.0,156.0,2015,700,789.670987
1193,HTC,Android,12.75,yes,no,20.0,4.0,32.0,4.0,2840.0,155.0,2015,863,962.4043482
1194,HTC,Android,12.83,no,no,13.0,8.0,16.0,4.0,2600.0,154.5,2015,916,828.9758472000001
1195,HTC,Android,10.29,no,no,8.0,2.0,32.0,4.0,2000.0,146.0,2015,892,845.5710242
1196,HTC,Android,12.75,yes,no,13.0,4.0,32.0,4.0,2840.0,168.0,2015,714,977.482498
1197,HTC,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2840.0,160.0,2015,945,984.360816
1198,HTC,Android,12.83,yes,no,20.0,13.0,32.0,4.0,2800.0,150.0,2015,795,997.0908458
1199,HTC,Android,12.83,yes,no,13.0,4.0,16.0,4.0,2800.0,147.0,2015,598,833.4570374
1200,HTC,Android,12.7,yes,no,20.0,4.0,32.0,4.0,2840.0,157.0,2015,604,986.5779890000001
1201,HTC,Android,12.83,yes,no,13.0,8.0,16.0,4.0,2600.0,155.0,2015,1092,833.704792
1202,HTC,Android,12.7,no,no,13.0,5.0,32.0,4.0,2000.0,138.0,2015,874,809.7299206
1203,HTC,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2000.0,140.0,2014,602,847.8908994
1204,HTC,Android,10.34,no,no,8.0,2.0,32.0,4.0,2000.0,154.0,2015,986,820.3302274
1205,HTC,Android,12.83,yes,no,13.0,4.0,16.0,4.0,2600.0,183.0,2015,823,915.2306474
1206,HTC,Android,10.29,no,no,5.0,0.3,32.0,4.0,2100.0,145.0,2015,995,760.7984521999999
1207,HTC,Android,12.7,no,no,8.0,5.0,32.0,4.0,2100.0,160.0,2014,1044,851.6891146
1208,HTC,Android,12.7,yes,no,8.0,5.0,32.0,4.0,2100.0,160.0,2014,1066,828.7856123999999
1209,HTC,Android,20.55,yes,no,8.0,1.6,16.0,4.0,6700.0,425.0,2014,942,1011.5546602000001
1210,HTC,Android,12.83,no,no,13.0,5.0,32.0,4.0,2600.0,158.0,2014,1002,891.4963826
1211,HTC,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2600.0,160.0,2014,806,892.3523206000001
1212,HTC,Android,12.75,yes,no,13.0,13.0,16.0,4.0,2400.0,154.0,2014,703,892.5369076000001
1213,HTC,Android,10.34,yes,no,8.0,1.3,32.0,4.0,2040.0,146.0,2014,973,894.0075024
1214,HTC,Android,12.83,yes,no,13.0,8.0,16.0,4.0,2600.0,155.0,2014,761,934.9392498
1215,HTC,Android,12.83,yes,no,13.0,8.0,16.0,4.0,2600.0,155.0,2014,757,876.5802504
1216,HTC,Android,12.83,yes,no,13.0,8.0,16.0,4.0,2600.0,155.0,2014,928,847.8332293999999
1217,HTC,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2600.0,164.0,2014,1057,953.3217064
1218,HTC,Android,10.34,yes,no,5.0,0.3,32.0,4.0,2100.0,158.0,2014,773,841.2666128
